mapineq,policy,regional,agencyID,id,Name.en,Name.fr,Name.de,version,uri,urn,isExternalReference,isFinal,validFrom,validTo,dsdRef
,,,ESTAT,INN_CIS11_INRD,Enterprises with research and development (R&D) activities during 2016 and 2018 by NACE Rev. 2 activity and size class,Entreprises ayant des activités de recherche et développement (R&D) en 2016 et 2018 par activité de la NACE Rév. 2 et classe de taille,"Unternehmen mit Forschung und Entwicklungsaktivitäten (F&E) in der Zeit von 2016 bis 2018, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_INRD(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_IPR,"Enterprises that applied for a patent, registered an industrial design, trade mark or used trade secrets, by NACE Rev. 2 activity and size class","Entreprises ayant soumis une demande de brevet, enregistré un dessin industriel, une marque ou utilisé des secrets commerciaux, par activité de la NACE Rév. 2 et classe de taille","Unternehmen, die sich um ein Patent beworben, ein Industriedesign oder Warenzeichen registriert, oder ein Handelsgeheimnis genutzt haben, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_IPR(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_IPRIN,"Enterprises that purchased or licensed in intellectual property rights by type of issuing organisation, NACE Rev. 2 activity and size class","Entreprises ayant acheté ou acquis des droits de propriété intellectuelle par type d'organisme émetteur, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Schutzrechte des Intellektuellen Eigentums oder Lizenzen daran erworben haben, nach Art der Herkunftsorganisation, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_IPRIN(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_IPROUT,"Enterprises that licenced out, sold, exchanged intellectual property rights by type of transaction, NACE Rev. 2 activity and size class","Entreprises ayant concédé, vendu, échangé des droits de propriété intellectuelle par type de transaction, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Schutzrechte des Intellektuellen Eigentums lizensiert, verkauft oder getauscht haben, nach Art der Transaktion, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_IPROUT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_LEGIST,"Enterprises whose innovation activities have been affected by legislation or regulations by subject of the regulation/legislation, effect, NACE Rev. 2 activity and size class","Entreprises dont les activités innovantes ayant été affectées par législation ou réglementation par sujet de la réglementation / législation, effet, activité de la NACE Rév. 2 et classe de taille","Unternehmen, deren Innovationsaktivitäten durch Gesetzgebung beeinflusst worden sind, nach Art der Gesetzgebung, Art des Einflusses, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_LEGIST(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_MRK,"Enterprises by market place, NACE Rev. 2 activity and size class","Entreprises par marché, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Märkten, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_MRK(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_MRKT,"Turnover of enterprises by market place, NACE Rev. 2 activity and size class","Chiffre d'affaires des entreprises par marché, par activité de la NACE Rév. 2 et classe de taille","Unternehmensumsätze nach Märkten, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_MRKT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_BAS,"Enterprises, employed persons and turnover by innovation profile, NACE Rev. 2 activity and size class","Entreprises, personnes employées et chiffre d'affaires par profil d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, beschäftigte Personen und Umsatz nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_BAS(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_CO,"Enterprises that co-operated on R&D and other innovation activities by innovation profile, NACE Rev. 2 activity and size class","Entreprises ayant coopéré à des activités de  R&D et d'autres activités d'innovation, par profil d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Kooperationen für Forschung und Entwicklung oder andere Innovationsaktivitäten haben, nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_CO(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_FIN,"Enterprises that tried to obtain funding for research and development (R&D) or other innovation activities by innovation profile, type of finance and effect, NACE Rev. 2 activity and size class","Entreprises ayant essayé d'obtenir des financements pour recherche et développement (R&D) ou d'autres activités innovantes, par innovation profile, type de financement et effet, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die versucht haben, Finanzierung für Forschung und Entwicklung oder andere Innovationsaktivitäten zu erhalten, nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_FIN(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_IPR,"Enterprises that applied for a patent, registered an industrial design, trade mark or used trade secrets, by innovation profile, NACE Rev. 2 activity and size class","Entreprises ayant soumis une demande de brevet, enregistré un dessin industriel, une marque ou utilisé des secrets commerciaux, par profil d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die ein Patent, Warenzeichen oder industrielles Design angemeldet oder ein Geschäftsgeheimnis genutzt haben, nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_IPR(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_MRKT,"Turnover of enterprises by innovation profile, market place, NACE Rev. 2 activity and size class","Chiffre d'affaires des entreprises par profil d'innovation, marché, activité de la NACE Rév. 2 et classe de taille","Umsatz von Unternehmen nach Innovationsprofilen, Märkten, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_MRKT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_PRODT,"Turnover of enterprises from new or significantly improved products, by innovation profile, NACE Rev. 2 activity and size class","Chiffre d'affaires des entreprises de produits nouveaux ou sensiblement améliorés, par profil d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmensumsatz von neuen oder signifikant verbesserten Produkten nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_PRODT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_PUB,"Enterprises that received public funding for research and development (R&D) or other innovation activities, by innovation profile, NACE Rev. 2 activity and size class","Entreprises ayant reçu un financement public pour recherche et développement (R&D) ou d'autres activités innovantes, par profile d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die öffentliche Finanzierung für Forschung und Entwicklung oder andere Innovationsaktivitäten erhalten haben, nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_PUB(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_PURMES,"Enterprises that purchased machinery, equipment or software by innovation profile, NACE Rev. 2 activity and size class","Entreprises ayant acheté des machines, des équipements ou des logiciels par profil d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die innovative Maschinen, Ausrüstung oder Software erworben haben, nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_PURMES(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PF_STRAT,"Enterprises attaching high importance to business strategies by innovation profile, NACE Rev. 2 activity and size class","Entreprises attachant grande importance aux stratégies commerciales par profil d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Unternehmensstrategien hohe Bedeutung beimessen, nach Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PF_STRAT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PROD,"Enterprises that introduced an innovation by type of innovation, developer, NACE Rev.2 activity and size class","Entreprises ayant introduit une innovation par type d'innovation, développeur, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die eine Innovation eingeführt haben, nach Art der Innovation, Entwickler, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PROD(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PRODN,"Product innovative enterprises that have introduced at least one new or significantly improved product by type of innovation, NACE Rev. 2 activity and size class","Entreprises innovantes en termes de produit ayant introduit au moins un produit nouveau ou sensiblement amélioré par type d'innovation, activité de la NACE Rév. 2 et classe de taille","Produktinnovative Unternehmen, die mindestens ein neues oder signifikant verbessertes Produkt eingeführt haben, nach Art der Innovation, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PRODN(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PRODT,"Turnover of enterprises from new or significantly improved products, by NACE Rev. 2 activity and size class","Chiffre d'affaires des entreprises de produits nouveaux ou sensiblement améliorés, par activité de la NACE Rév. 2 et classe de taille","Unternehmensumsätze mit neuen oder signifikant verbesserten Produkten, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PRODT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PUB,"Enterprises that received public funding for research and development (R&D) or other innovation activities, by source of funding, NACE Rev. 2 activity and size class","Entreprises ayant reçu un financement public pour recherche et développement (R&D) ou d'autres activités innovantes, par source de financement, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die eine öffentliche Finanzierung für Forschung und Entwicklungs (F&E) oder andere Innovationsaktivitäten erhalten haben, nach Quelle der Finanzierung, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PUB(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PURMES,"Enterprises that purchased machinery, equipment or software by NACE Rev. 2 activity and size class","Entreprises ayant acheté des machines, des équipements ou des logiciels par activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Maschinen, Ausrüstung oder Software gekauft haben, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PURMES(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_PURTS,"Enterprises that purchased technical services by cooperation partner, NACE Rev. 2 activity and size class","Entreprises ayant acheté des services techniques par partenaire de coopération, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die technische Dienstleistungen gekauft haben, nach Art des Kooperationspartners, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_PURTS(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_SOU,"Enterprises by kind of channels to acquire information relevant for innovation, NACE Rev. 2 activity and size class","Entreprises par type de canaux pour acquérir des informations pertinentes pour l'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Art Beschaffung von Informationen, die für Innovationen relevant sind, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_SOU(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_SPEC,"Enterprises that introduced new or improved processes by type of innovation, NACE Rev. 2 activity and size class","Entreprises ayant introduit des processus nouveaux ou améliorés par type d'innovation, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die neue oder verbesserte Prozesse eingeführt haben, nach Art der Innovation, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_SPEC(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_SRC,"Enterprises that acquiesce or transfer resources and business activities within the enterprise group, NACE Rev. 2 activity and size class","Entreprises ayant accepté ou transféré des ressources et des activités commerciales au sein du groupe d'entreprises, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Ressourcen oder Unternehmensaktivitäten innerhalb einer Unternehmensgruppe erhalten oder transferiert haben, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_SRC(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_STRAT,"Enterprises by type of business strategy applied, importance of the strategy, NACE Rev. 2 activity and size class","Entreprises par type de stratégie commerciale appliquée, importance de la stratégie, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Unternehmensstrategie, Wichtigkeit der Strategie, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_STRAT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_TXAL,Enterprises that use tax incentives or allowances for innovative activities and research and development (R&D) by NACE Rev. 2 activity and size class,Entreprises utilisant des incitations fiscales ou allocations pour activités innovantes et recherche et développement (R&D) par activité de la NACE Rév. 2 et classe de taille,"Unternehmen, die Steueranreize oder vorteile für Innovationsaktivitäten und Forschung und Entwicklung (F&E) genutzt haben, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_TXAL(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_WORG,"Enterprises by level of importance of work organization methods, NACE Rev. 2 activity and size class","Entreprises par niveau d'importance des méthodes d'organisation du travail, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Wichtigkeit der Methoden der Arbeitsorganisation, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_WORG(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS11_YREG,"Enterprises by year of registration and by type of enterprise, NACE Rev. 2 activity and size class","Entreprises par année d'enregistrement et par type d'entreprise, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Jahr der Unternehmensregistrierung und Art des Unternehmens, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS11_YREG(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_BAS,"Enterprises, employed persons and turnover by type of enterprise, NACE Rev. 2 activity and size class","Entreprises, personnes employées et chiffre d'affaires par type d'entreprise, activité de la NACE Rév. 2 et classe de taille","Unternehmen, Beschäftigte und Umsatz nach Art des Unternehmens, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_BAS(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_CLIM,"Enterprises by type and importance of factors related to climate change, NACE Rev.2 activity and size class","Entreprises par type et importance des facteurs liés au changement climatique, activité de la NACE Rév. 2 et classe de taille","Unternehmen, nach Art und Wichtigkeit von Faktoren des Klimawandels, Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_CLIM(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_CO,"Enterprises that co-operated on business activities with other enterprises or organisations by field of activities, NACE Rev. 2 activity and size class","Entreprises ayant coopéré à des activités commerciales avec d'autres entreprises ou organisations par domaine d'activité, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die mit anderen Unternehmen oder Organisationen bei Geschäftsaktivitäten kooperiert haben, nach Art der Aktivitäten, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_CO(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_COND,"Enterprises by type and importance of market conditions, NACE Rev.2 activity and size class","Entreprises par type et importance des conditions du marché, activité de la NACE Rév. 2 et classe de taille","Unternehmen, nach Art und Wichtigkeit von Marktbedingungen, Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_COND(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_COOP,"Innovative enterprises that co-operated on R&D and other innovation activities with other enterprises or organisations, by kind and location of co-operation partner, NACE Rev. 2 activity and size class","Entreprises ayant coopéré avec d'autres entreprises ou organisations, par type et localisation du partenaire de coopération, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die mit anderen Unternehmen oder Organisationen kooperiert haben, nach Art und Sitz des Kooperationspartners, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_COOP(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_EDUC,"Enterprises by percentage of employees with university education, NACE Rev. 2 activity and size class","Entreprises par pourcentage d'employés ayant une formation universitaire, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Prozentanteil der Beschäftigten mit Universitätsabschluss, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_EDUC(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_ENVE,"Enterprises by type and importance of environmental benefits obtained within the enterprise by introducing business process innovation, by NACE Rev.2 activity and size class",Entreprises par type et importance des avantages environnementaux obtenus au sein de l'entreprise en introduisant l'innovation dans les processus d'affaires par  activité de la NACE Rév. 2 et classe de taille,"Unternehmen, nach Art und Wichtigkeit des Nutzen, der durch Umweltinnovationen bei den Unternehmesprozessen erreicht wurde, Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_ENVE(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_ENVF,"Enterprises by type and importance of factors driving environmental innovations, NACE Rev.2 activity and size class","Entreprises par type et importance des facteurs moteurs des innovations environnementales, activité NACE Rév. 2 et classe de taille","Unternehmen, nach Art und Wichtigkeit von Faktoren, die Umeltinnovationen begünstigen, Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_ENVF(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_ENVU,"Enterprises by type and importance of environmental benefits obtained during the consumption or use of an innovative product of the enterprise, by NACE Rev.2 activity and size class","Entreprises par type et importance des avantages environnementaux obtenus lors de la consommation ou de l'utilisation d'un produit innovant de l'entreprise, par activité NACE Rév. 2 et classe de taille","Unternehmen, nach Art und Wichtigkeit des Nutzen, der durch Umweltinnovationen bei den Konsumenten oder Nutzern eines innovativen Produkts erreicht wurde, Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_ENVU(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_EXP,"Enterprises and expenditure of enterprises on innovation activities by area of expenditure, NACE Rev. 2 activity and size class","Dépenses des entreprises par domaine de dépenses, activité de la NACE Rév. 2 et classe de taille","Ausgaben der Unternehmen nach Bereich der Ausgaben, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_EXP(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_EXPT,"Enterprises and total expenditure of enterprises by area of expenditure, NACE Rev. 2 activity and size class","Entreprises et dépenses des entreprises pour les activités d'innovation par domaine de dépenses, activité de la NACE Rév. 2 et classe de taille","Unternehmen und gesamte Unternehmensausgaben nach Bereichen, Innovationsprofilen, NACE Rev. 2 Aktivität und Größenklassen",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_EXPT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_FIN,"Enterprises that tried to obtain funding for research and development (R&D) or other innovation activities, by type of finance and effect, NACE Rev. 2 activity and size class","Entreprises ayant essayé d'obtenir des financements pour recherche et développement (R&D) ou d'autres activités innovantes, par type de financement et effet, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die versucht haben, Forschung und Entwicklungs (F&E) oder andere Innovationsaktivitäten zu finanzieren, nach Art der Finanzierung und Wirkung, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_FIN(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_FINRD,Enterprises that obtained debt or equity finance for R&D or other innovation activities by NACE Rev. 2 activity and size class,Entreprises ayant obtenu un financement par dettes ou par fonds propres pour recherche et développement (R&D) ou d'autres activités innovantes par activité de la NACE Rév. 2 et classe de taille,"Unternehmen, die Kredit- oder Beteiligungsfinanzierung für Forschung und Entwicklungs- (F&E) oder andere Innovationsaktivitäten erhalten haben, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_FINRD(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_GEN,"Enterprises by their belonging to an enterprise group, NACE Rev. 2 activity and size class","Entreprises par leur appartenance à un groupe d'entreprises, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach ihrer Zugehörigkeit zu einer Unternehmensgruppe, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_GEN(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_GS,"Enterprises that offered standardised, customised or co-created goods or services by type of goods and services, NACE Rev. 2 activity and size class","Entreprises ayant offert des biens ou services standardisés, personnalisés ou co-créés par type de biens et services, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die Güter oder Dienstleistungen angeboten haben, die standardisiert, nach Kundenwünschen oder zusammen mit Kunden entwickelt wurden, nach Art der Güter oder Dienstleistungen, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_GS(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_HAM,"Enterprises by hampering factor for innovation activities, level of importance of the hampering factor, NACE Rev. 2 activity and size class","Entreprises par obstacle aux activités innovantes, niveau d'importance de l'obstacle, activité de la NACE Rév. 2 et classe de taille","Unternehmen nach Erschwernissen für Innovationsaktivitäten, Wichtigkeit der Erschwernisse, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_HAM(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_IGL,"Enterprises that tried to obtain intra-group loans within the enterprise group by outcome, NACE Rev. 2 activity and size class","Entreprises ayant essayé d'obtenir des prêts intra-groupe au sein du groupe d'entreprises par résultat, activité de la NACE Rév. 2 et classe de taille","Unternehmen, die versucht haben, ein Darlehen innerhalb ihrer Unternehmensgruppe zu erhalten, nach Ergebnis, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_IGL(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_IGLRD,Enterprises that obtained intra-group loans for R&D or other innovation activities within the enterprise group by NACE Rev. 2 activity and size class,Entreprises ayant obtenu des prêts intra-groupe pour recherche et développement (R&D) ou d'autres activités innovantes au sein du groupe d'entreprises par activité de la NACE Rév. 2 et classe de taille,"Unternehmen, die Darlehen innerhalb ihrer Unternehmensgrupp für Forschung und Entwicklungs- (F&E) oder andere Innovationsaktivitäten erhalten haben, NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_IGLRD(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_INACT,Enterprises with innovation activities during 2018 and 2020 by NACE Rev. 2 activity and size class,Entreprises ayant des activités innovantes en 2018 et 2020 par activité de la NACE Rév. 2 et classe de taille,"Unternehmen mit Innovationsaktivitäten in der Zeit von 2018 bis 2020, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_INACT(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_INRD,Enterprises with research and development (R&D) activities during 2018 and 2020 by NACE Rev. 2 activity and size class,Entreprises ayant des activités de recherche et développement (R&D) en 2018 et 2020 par activité de la NACE Rév. 2 et classe de taille,"Unternehmen mit Forschung und Entwicklungsaktivitäten (F&E) in der Zeit von 2018 bis 2020, nach NACE Rev. 2 Tätigkeit und Größenklasse",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_INRD(1.0),TRUE,FALSE,NA,NA,NA
,,,ESTAT,INN_CIS12_IPR,"Enterprises that applied for a patent, registered an industrial design, trade mark or used trade secrets, by NACE Rev. 2 activity and size class","Entreprises ayant soumis une demande de brevet, enregistré un dessin industriel, une marque ou utilisé des secrets commerciaux, par activité de la NACE Rév. 2 et classe de taille","Unternehmen, die sich um ein Patent beworben, ein Industriedesign oder Warenzeichen registriert, oder ein Handelsgeheimnis genutzt haben, nach NACE Rev. 2 Tätigkeit und Größenklass",1,NA,urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=ESTAT:INN_CIS12_IPR(1.0),TRUE,FALSE,NA,NA,NA
